aPTD dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_4_Gn_n_m_04.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_5_Gf_n_m_73.wav Gbmin ['Gbmin', 0.47, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_58.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_70.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_82.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_96.wav Gbmin ['Gbmin', 0.8, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_f_64.wav Gbmin ['Gbmin', 0.66, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_69.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_m_98.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_41.wav Gbmin ['Gbmin', 0.72, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_55.wav Gbmin ['Gbmin', 0.85, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_74.wav Gbmin ['Gbmin', 0.38, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_60.wav Gbmin ['Gbmin', 0.45, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_48.wav Gbmin ['Gbmin', 0.29, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_42.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_56.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_64.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_70.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_81.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_58.wav Gbmin ['Gbmin', 0.65, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_95.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_46.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_52.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_79.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_51.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_45.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_85.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_48.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_91.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_92.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_60.wav Gbmin ['Gbmin', 0.7, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_f_74.wav Gbmin ['Gbmin', 0.83, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_86.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, '']
piano_4_Gf_n_f_62.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_90.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_84.wav Gbmin ['Gbmin', 0.64, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_76.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_87.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_93.wav Gbmin ['Gbmin', 0.47, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_78.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_53.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_47.wav Gbmin ['Gbmin', 0.48, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_44.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_89.wav Gbmin ['Gbmin', 0.49, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_f_50.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_83.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_97.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_66.wav Gbmin ['Gbmin', 0.81, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_72.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_40.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, '']
piano_4_Gf_n_p_99.wav Gbmin ['Gbmin', 0.87, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_p_54.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_68.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_89.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_76.wav Gbmin ['Gbmin', 0.37, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_62.wav Gbmin ['Gbmin', 0.61, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_43.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_57.wav Gbmin ['Gbmin', 0.96, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_99.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_59.wav Gbmin ['Gbmin', 0.45, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_80.wav Gbmin ['Gbmin', 0.69, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_72.wav Gbmin ['', 0.3, {'Gb', 'A', 'Ab'}, '']
Failed to process piano_3_Gf_n_f_72.wav: string index out of range
piano_3_Gf_n_f_66.wav Gbmin ['Gbmin', 0.43, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_94.wav Gbmin ['Gbmin', 0.64, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_m_65.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_71.wav Gbmin ['Gbmin', 0.63, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_70.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_64.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_67.wav Gbmin ['Gbmin', 0.77, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_95.wav Gbmin ['Gbmin', 0.85, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_81.wav Gbmin ['Gbmin', 0.72, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_58.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_73.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_98.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_56.wav Gbmin ['Gbmin', 0.8, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_42.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_63.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_77.wav Gbmin ['Gbmin', 0.32, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_88.wav Gbmin ['Gbmin', 0.29, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_69.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_55.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_98.wav Gbmin ['Gbmin', 0.65, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_41.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_73.wav Gbmin ['Gbmin', 0.79, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_67.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_96.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_82.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_51.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_88.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_45.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_46.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_f_79.wav Gbmin ['Gbmin', 0.48, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_52.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_92.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_86.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_85.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_77.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_f_63.wav Gbmin ['Gbmin', 0.76, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_91.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_82.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_96.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_95.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_67.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_f_73.wav Gbmin ['Gbmin', 0.76, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_81.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_41.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_98.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_55.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_56.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_f_69.wav Gbmin ['Gbmin', 0.48, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_42.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_63.wav Gbmin ['Gbmin', 0.79, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_77.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_86.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_92.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_79.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_45.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_88.wav Gbmin ['Gbmin', 0.65, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_51.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_98.wav Gbmin ['Gbmin', 0.29, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_73.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_67.wav Gbmin ['Gbmin', 0.32, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_88.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_46.wav Gbmin ['Gbmin', 0.8, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_52.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_m_60.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_74.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_77.wav Gbmin ['Gbmin', 0.77, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_85.wav Gbmin ['Gbmin', 0.85, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_91.wav Gbmin ['Gbmin', 0.72, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_48.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_63.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_49.wav Gbmin ['Gbmin', 0.45, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_90.wav Gbmin ['Gbmin', 0.69, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_62.wav Gbmin ['', 0.3, {'Gb', 'A', 'Ab'}, '']
Failed to process piano_3_Gf_n_f_62.wav: string index out of range
piano_3_Gf_n_f_76.wav Gbmin ['Gbmin', 0.43, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_84.wav Gbmin ['Gbmin', 0.64, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_m_75.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_61.wav Gbmin ['Gbmin', 0.63, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_53.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_47.wav Gbmin ['Gbmin', 0.96, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_89.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_66.wav Gbmin ['Gbmin', 0.37, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_72.wav Gbmin ['Gbmin', 0.61, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_99.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_50.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, '']
piano_4_Gf_n_p_89.wav Gbmin ['Gbmin', 0.87, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_p_44.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_78.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_93.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_87.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_76.wav Gbmin ['Gbmin', 0.81, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_62.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_68.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_43.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_57.wav Gbmin ['Gbmin', 0.48, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_54.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_99.wav Gbmin ['Gbmin', 0.49, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_f_40.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_72.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_80.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_94.wav Gbmin ['Gbmin', 0.64, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_66.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_97.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_83.wav Gbmin ['Gbmin', 0.47, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_95.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_58.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_f_81.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_82.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_70.wav Gbmin ['Gbmin', 0.7, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_f_64.wav Gbmin ['Gbmin', 0.83, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_96.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_f_56.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_42.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_69.wav Gbmin ['Gbmin', 0.5, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_41.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_55.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_74.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_60.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_91.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_48.wav Gbmin ['Gbmin', 0.65, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_85.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_52.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_46.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_64.wav Gbmin ['Gbmin', 0.38, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_70.wav Gbmin ['Gbmin', 0.45, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_58.wav Gbmin ['Gbmin', 0.29, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_79.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_m_88.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_51.wav Gbmin ['Gbmin', 0.72, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_45.wav Gbmin ['Gbmin', 0.85, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_m_77.wav Gbmin ['Gbmin', 0.51, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_63.wav Gbmin ['Gbmin', 0.47, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_48.wav Gbmin ['Gbmin', 0.44, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_60.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_92.wav Gbmin ['Gbmin', 0.58, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_86.wav Gbmin ['Gbmin', 0.8, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_f_74.wav Gbmin ['Gbmin', 0.66, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_87.wav Gbmin ['Gbmin', 0.96, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_75.wav Gbmin ['Gbmin', 0.51, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_f_61.wav Gbmin ['Gbmin', 0.81, {'Gb', 'A', 'Db'}, '']
piano_4_Gf_n_m_93.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_62.wav Gbmin ['Gbmin', 0.63, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_f_49.wav Gbmin ['Gbmin', 0.39, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_76.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_44.wav Gbmin ['Gbmin', 0.64, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_m_50.wav Gbmin ['Gbmin', 0.69, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_m_89.wav Gbmin ['Gbmin', 0.45, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_m_78.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_59.wav Gbmin ['Gbmin', 0.4, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_p_71.wav Gbmin ['Gbmin', 0.42, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_p_65.wav Gbmin ['Gbmin', 0.37, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_47.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_53.wav Gbmin ['Gbmin', 0.52, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_p_84.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_49.wav Gbmin ['Gbmin', 0.87, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_p_90.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, '']
piano_4_Gf_n_p_61.wav Gbmin ['Gbmin', 0.72, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_75.wav Gbmin ['Gbmin', 0.53, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_54.wav Gbmin ['Gbmin', 0.64, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_40.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_43.wav Gbmin ['Gbmin', 0.47, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_68.wav Gbmin ['Gbmin', 0.62, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_57.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_65.wav Gbmin ['Gbmin', 0.3, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_97.wav Gbmin ['Gbmin', 0.48, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_83.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_71.wav Gbmin ['Gb', 0.46, {'Gb', 'A', 'E'}, 'Gb']
piano_5_Gf_n_f_80.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_59.wav Gbmin ['Gbmin', 0.49, {'Gb', 'A', 'Db'}, '']
piano_5_Gf_n_f_94.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_f_16.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_f_02.wav Gbmin ['Gbmin', 0.6, {'Gb', 'A', 'Db'}, 'Gb']
piano_3_Gf_n_m_27.wav Gbmin ['Gbmin', 0.48, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_18.wav Gbmin ['Gbmin', 0.59, {'Gb', 'A', 'Db'}, 'A']
piano_3_Gf_n_m_33.wav Gbmin ['Gbmin', 0.68, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_30.wav Gbmin ['Gbmin', 0.54, {'Gb', 'A', 'Db'}, 'A']
piano_5_Gf_n_f_24.wav Gbmin ['Gbmin', 0.57, {'Gb', 'A', 'Db'}, 'A']
piano_4_Gf_n_p_12.wav Gbmin ['Gbmin', 0.55, {'Gb', 'A', 'Db'}, 'Gb']
piano_4_Gf_n_p_06.wav Gbmin ['Gbmin', 0.81, {'Gb', 'A', 'Db'}, 'Gb']
piano_5_Gf_n_p_34.wav Gbmin ['Gbmin', 0.56, {'Gb', 'A', 'Db'}, 'A']
