aPTD DimAug dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_3_Af_d_f_46.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_4_Gf_d_f_72.wav Gbdim ['Gb', 0.61, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_80.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_94.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_66.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_97.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_83.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_68.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_43.wav Gbdim ['Gbdim', 0.68, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_57.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_54.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_99.wav Gbdim ['Gb', 0.62, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_40.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_93.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_87.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_76.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_62.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_50.wav Gbdim ['Gbdim', 0.9, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_p_89.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_44.wav Gbdim ['Gbdim', 0.97, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_78.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_99.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_66.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_72.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_53.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_47.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_89.wav Gbdim ['Gbmin', 0.52, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_49.wav Gbdim ['Gbdim', 0.75, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_m_90.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_62.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_76.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_84.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_75.wav Gbdim ['Gbdim', 0.74, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_61.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_11.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_05.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_06.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_12.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_39.wav Gbdim ['Gbmin', 0.52, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_20.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_34.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_08.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_29.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_15.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_01.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_23.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_37.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_39.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_05.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_11.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_30.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_24.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_27.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_33.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_18.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_01.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_15.wav Gbdim ['Gb', 0.65, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_29.wav Gbdim ['Gb', 0.62, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_28.wav Gbdim ['Gb', 0.59, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_14.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_00.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_32.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_19.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_26.wav Gbdim ['Gbdim', 0.81, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_25.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_31.wav Gbdim ['Gbdim', 0.69, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_10.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_04.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_38.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_36.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_22.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_p_00.wav Gbdim ['Gbdim', 0.46, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_14.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_28.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_09.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_35.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_21.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_13.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_38.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_07.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_f_04.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_10.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_06.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_39.wav Gbdim ['Gbdim', 0.75, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_12.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_11.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_05.wav Gbdim ['Gbdim', 0.74, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_m_37.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_23.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_02.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_16.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_34.wav Gbdim ['Gbdim', 0.97, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_20.wav Gbdim ['Gbdim', 0.9, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_p_08.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_12.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_06.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_27.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_18.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_33.wav Gbdim ['Gbdim', 0.68, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_30.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_24.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_16.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_02.wav Gbdim ['Gb', 0.61, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_03.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_17.wav Gbdim ['Gb', 0.6, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_25.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_f_31.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_19.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_32.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_26.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_07.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_13.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_09.wav Gbdim ['Gbdim', 0.92, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_21.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_35.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_p_17.wav Gbdim ['Gbdim', 0.45, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_03.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_22.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_36.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_04.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_10.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_38.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_13.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_07.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_14.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_00.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_28.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_03.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_17.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_32.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_26.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_07.wav Gbdim ['Gbdim', 0.45, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_13.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_19.wav Gbdim ['Gbdim', 0.92, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_31.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_25.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_17.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_03.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_35.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_f_21.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_09.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_22.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_36.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_13.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_07.wav Gbdim ['Gb', 0.6, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_06.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_12.wav Gbdim ['Gb', 0.61, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_37.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_08.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_23.wav Gbdim ['Gbdim', 0.68, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_20.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_34.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_02.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_16.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_24.wav Gbdim ['Gbdim', 0.97, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_30.wav Gbdim ['Gbdim', 0.9, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_p_18.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_12.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_06.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_27.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_33.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_16.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_29.wav Gbdim ['Gbdim', 0.75, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_02.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_01.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_15.wav Gbdim ['Gbdim', 0.74, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_03.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_28.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_17.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_f_14.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_00.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_19.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_25.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_31.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_10.wav Gbdim ['Gbdim', 0.46, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_04.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_38.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_26.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_32.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_p_00.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_14.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_28.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_22.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_09.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_36.wav Gbdim ['Gbdim', 0.81, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_35.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_21.wav Gbdim ['Gbdim', 0.69, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_38.wav Gbdim ['Gb', 0.59, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_04.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_10.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_11.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_05.wav Gbdim ['Gb', 0.65, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_39.wav Gbdim ['Gb', 0.62, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_20.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_34.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_37.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_23.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_08.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_29.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_15.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_01.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_33.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_27.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_39.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_05.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_11.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_30.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_24.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_18.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_01.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_15.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_16.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_02.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_29.wav Gbdim ['Gbmin', 0.52, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_30.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_24.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_27.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_33.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_18.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_01.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_15.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_29.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_08.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_34.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_20.wav Gbdim ['Gbdim', 0.46, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_02.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_p_16.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gn_d_m_03.wav Gdim ['Gdim', 0.76, {'Bb', 'Db', 'G'}, '']
piano_5_Gn_d_f_28.wav Gdim ['Gdim', 0.74, {'Bb', 'Db', 'G'}, 'Bb']
piano_3_Gn_d_m_17.wav Gdim ['Gdim', 0.58, {'Bb', 'Db', 'G'}, 'G']
piano_5_Gn_d_f_14.wav Gdim ['Gdim', 0.74, {'Bb', 'Db', 'G'}, 'Bb']
piano_5_Gn_d_f_00.wav Gdim ['Gdim', 0.78, {'Bb', 'Db', 'G'}, 'Bb']
piano_4_Gn_d_p_36.wav Gdim ['Gdim', 0.54, {'Bb', 'Db', 'G'}, 'G']
piano_4_Gn_d_p_22.wav Gdim ['Gdim', 0.58, {'Bb', 'Db', 'G'}, 'G']
piano_5_Gn_d_p_10.wav Gdim ['Gdim', 0.9, {'Bb', 'Db', 'G'}, 'Bb']
piano_5_Gn_d_p_04.wav Gdim ['Gdim', 0.98, {'Bb', 'Db', 'G'}, '']
piano_5_Gn_d_p_38.wav Gdim ['Gdim', 0.94, {'Bb', 'Db', 'G'}, '']
piano_5_Gn_d_p_39.wav Gdim ['Gdim', 0.94, {'Bb', 'Db', 'G'}, 'Bb']
piano_5_Gn_d_p_05.wav Gdim ['Gdim', 0.93, {'Bb', 'Db', 'G'}, '']
piano_5_Gn_d_p_11.wav Gdim ['Gdim', 0.92, {'Bb', 'Db', 'G'}, 'Bb']
piano_4_Gn_d_p_23.wav Gdim ['Gdim', 0.72, {'Bb', 'Db', 'G'}, 'G']
piano_4_Gn_d_p_37.wav Gdim ['Gdim', 0.59, {'Bb', 'Db', 'G'}, 'G']
piano_5_Gn_d_f_01.wav Gdim ['Gdim', 0.73, {'Bb', 'Db', 'G'}, 'Bb']
piano_5_Gn_d_f_15.wav Gdim ['Gdim', 0.8, {'Bb', 'Db', 'G'}, 'Db']
